"permit_number","streetname","Cross Street 1","Cross Street 2","Utility / Contractor","Permit Reason","Utility Type","Effective Date","Expiration Date","Status","cnn"
"09EXC-3291","POWELL ST","FELLA PL","PINE ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10683000"
"09EXC-3291","FELLA PL","POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25000000"
"09EXC-3291","POWELL ST","FELLA PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25000000"
"09EXC-3291","POWELL ST","PINE ST","CALIFORNIA ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10684000"
"09EXC-3291","POWELL ST","CALIFORNIA ST","SACRAMENTO ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10685000"
"09EXC-3291","POWELL ST","SACRAMENTO ST","CLAY ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10686000"
"09EXC-3291","POWELL ST","CLAY ST","WASHINGTON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10687000"
"09EXC-3291","POWELL ST","WASHINGTON ST","JACKSON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10688000"
"09EXC-3291","POWELL ST","JACKSON ST","JOHN ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10689000"
"09EXC-3291","JOHN ST","POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25062000"
"09EXC-3291","POWELL ST","JOHN ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25062000"
"09EXC-3291","POWELL ST","JOHN ST","PACIFIC AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10690000"
"09EXC-3291","JOHN ST","POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25062000"
"09EXC-3291","POWELL ST","JOHN ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25062000"
"09EXC-3291","POWELL ST","PACIFIC AVE","FISHER ALY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10691000"
"09EXC-3291","FISHER ALY","POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25063000"
"09EXC-3291","POWELL ST","FISHER ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25063000"
"09EXC-3291","POWELL ST","FISHER ALY","BROADWAY  \ ROBERT C LEVY TUNL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10692000"
"09EXC-3291","FISHER ALY","POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25063000"
"09EXC-3291","POWELL ST","FISHER ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25063000"
"09EXC-3291","BROADWAY ","POWELL ST \ ROBERT C LEVY TUNL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25111000"
"09EXC-3291","POWELL ST","BROADWAY  \ ROBERT C LEVY TUNL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25111000"
"09EXC-3291","ROBERT C LEVY TUNL","BROADWAY  \ POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25111000"
"09EXC-3291","COLUMBUS AVE","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24791000"
"09EXC-3291","KEARNY ST","COLUMBUS AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24791000"
"09EXC-3291","COLUMBUS AVE","KEARNY ST","PACIFIC AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","4289000"
"09EXC-3291","COLUMBUS AVE","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24791000"
"09EXC-3291","KEARNY ST","COLUMBUS AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24791000"
"09EXC-3291","COLUMBUS AVE","PACIFIC AVE","JACK KEROUAC ALY \ SAROYAN PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","4290000"
"09EXC-3291","COLUMBUS AVE","JACK KEROUAC ALY \ SAROYAN PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24794000"
"09EXC-3291","JACK KEROUAC ALY","COLUMBUS AVE \ SAROYAN PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24794000"
"09EXC-3291","SAROYAN PL","COLUMBUS AVE \ JACK KEROUAC ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24794000"
"09EXC-3291","COLUMBUS AVE","JACK KEROUAC ALY \ SAROYAN PL","BROADWAY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","4291000"
"09EXC-3291","COLUMBUS AVE","JACK KEROUAC ALY \ SAROYAN PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24794000"
"09EXC-3291","JACK KEROUAC ALY","COLUMBUS AVE \ SAROYAN PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24794000"
"09EXC-3291","SAROYAN PL","COLUMBUS AVE \ JACK KEROUAC ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24794000"
"09EXC-3291","BROADWAY ","COLUMBUS AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25321000"
"09EXC-3291","COLUMBUS AVE","BROADWAY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25321000"
"09EXC-3291","BUSH ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24911000"
"09EXC-3291","STOCKTON ST","BUSH ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24911000"
"09EXC-3291","STOCKTON ST","BUSH ST","EMMA ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12200000"
"09EXC-3291","BUSH ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24911000"
"09EXC-3291","STOCKTON ST","BUSH ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24911000"
"09EXC-3291","EMMA ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24978000"
"09EXC-3291","STOCKTON ST","EMMA ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24978000"
"09EXC-3291","STOCKTON ST","EMMA ST","PINE ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12201000"
"09EXC-3291","EMMA ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24978000"
"09EXC-3291","STOCKTON ST","EMMA ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24978000"
"09EXC-3291","STOCKTON ST","PINE ST","CALIFORNIA ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12202000"
"09EXC-3291","STOCKTON ST","CALIFORNIA ST","END","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12203000"
"09EXC-3291","STOCKTON ST","END","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","50236000"
"09EXC-3291","STOCKTON ST","SACRAMENTO ST \ STOCKTON TUNL","CLAY ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12204000"
"09EXC-3291","STOCKTON ST","CLAY ST","WASHINGTON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12205000"
"09EXC-3291","STOCKTON ST","WASHINGTON ST","JACKSON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12206000"
"09EXC-3291","STOCKTON ST","JACKSON ST","PACIFIC AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12207000"
"09EXC-3291","STOCKTON ST","PACIFIC AVE","STARK ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12208000"
"09EXC-3291","STARK ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25058000"
"09EXC-3291","STOCKTON ST","STARK ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25058000"
"09EXC-3291","STOCKTON ST","STARK ST","BROADWAY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","12209000"
"09EXC-3291","STARK ST","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25058000"
"09EXC-3291","STOCKTON ST","STARK ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25058000"
"09EXC-3291","BROADWAY ","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25057000"
"09EXC-3291","STOCKTON ST","BROADWAY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25057000"
"09EXC-3291","BUSH ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24741000"
"09EXC-3291","GRANT AVE","BUSH ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24741000"
"09EXC-3291","GRANT AVE","BUSH ST","PINE ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6389000"
"09EXC-3291","BUSH ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24741000"
"09EXC-3291","GRANT AVE","BUSH ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24741000"
"09EXC-3291","GRANT AVE","PINE ST","VINTON CT","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6390000"
"09EXC-3291","GRANT AVE","VINTON CT","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24752000"
"09EXC-3291","VINTON CT","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24752000"
"09EXC-3291","GRANT AVE","VINTON CT","CALIFORNIA ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6391000"
"09EXC-3291","GRANT AVE","VINTON CT","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24752000"
"09EXC-3291","VINTON CT","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24752000"
"09EXC-3291","GRANT AVE","CALIFORNIA ST","SACRAMENTO ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6392000"
"09EXC-3291","GRANT AVE","SACRAMENTO ST","COMMERCIAL ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6393000"
"09EXC-3291","COMMERCIAL ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24986000"
"09EXC-3291","GRANT AVE","COMMERCIAL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24986000"
"09EXC-3291","GRANT AVE","COMMERCIAL ST","CLAY ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6394000"
"09EXC-3291","COMMERCIAL ST","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24986000"
"09EXC-3291","GRANT AVE","COMMERCIAL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24986000"
"09EXC-3291","GRANT AVE","CLAY ST","WASHINGTON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6395000"
"09EXC-3291","GRANT AVE","WASHINGTON ST","JACKSON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6396000"
"09EXC-3291","GRANT AVE","JACKSON ST","PACIFIC AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6397000"
"09EXC-3291","GRANT AVE","PACIFIC AVE","JACK KEROUAC ALY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6398000"
"09EXC-3291","GRANT AVE","JACK KEROUAC ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25031000"
"09EXC-3291","JACK KEROUAC ALY","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25031000"
"09EXC-3291","GRANT AVE","JACK KEROUAC ALY","BROADWAY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","6399000"
"09EXC-3291","GRANT AVE","JACK KEROUAC ALY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25031000"
"09EXC-3291","JACK KEROUAC ALY","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25031000"
"09EXC-3291","BROADWAY ","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25060000"
"09EXC-3291","GRANT AVE","BROADWAY","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25060000"
"09EXC-3291","KEARNY ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24784000"
"09EXC-3291","PACIFIC AVE","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24784000"
"09EXC-3291","PACIFIC AVE","KEARNY ST","COLUMBUS AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10124000"
"09EXC-3291","KEARNY ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24784000"
"09EXC-3291","PACIFIC AVE","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24784000"
"09EXC-3291","COLUMBUS AVE","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24792000"
"09EXC-3291","PACIFIC AVE","COLUMBUS AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24792000"
"09EXC-3291","PACIFIC AVE","COLUMBUS AVE","BECKETT ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10125000"
"09EXC-3291","COLUMBUS AVE","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24792000"
"09EXC-3291","PACIFIC AVE","COLUMBUS AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24792000"
"09EXC-3291","BECKETT ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24793000"
"09EXC-3291","PACIFIC AVE","BECKETT ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24793000"
"09EXC-3291","PACIFIC AVE","BECKETT ST","GRANT AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10126000"
"09EXC-3291","BECKETT ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24793000"
"09EXC-3291","PACIFIC AVE","BECKETT ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24793000"
"09EXC-3291","GRANT AVE","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25032000"
"09EXC-3291","PACIFIC AVE","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25032000"
"09EXC-3291","PACIFIC AVE","GRANT AVE","PELTON PL","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10127000"
"09EXC-3291","GRANT AVE","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25032000"
"09EXC-3291","PACIFIC AVE","GRANT AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25032000"
"09EXC-3291","PACIFIC AVE","PELTON PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25037000"
"09EXC-3291","PELTON PL","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25037000"
"09EXC-3291","PACIFIC AVE","PELTON PL","STOCKTON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10128000"
"09EXC-3291","PACIFIC AVE","PELTON PL","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25037000"
"09EXC-3291","PELTON PL","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25037000"
"09EXC-3291","PACIFIC AVE","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25053000"
"09EXC-3291","STOCKTON ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25053000"
"09EXC-3291","PACIFIC AVE","STOCKTON ST","CORDELIA ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10129000"
"09EXC-3291","PACIFIC AVE","STOCKTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25053000"
"09EXC-3291","STOCKTON ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25053000"
"09EXC-3291","CORDELIA ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25054000"
"09EXC-3291","PACIFIC AVE","CORDELIA ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25054000"
"09EXC-3291","PACIFIC AVE","CORDELIA ST","TRENTON ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10130000"
"09EXC-3291","CORDELIA ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25054000"
"09EXC-3291","PACIFIC AVE","CORDELIA ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25054000"
"09EXC-3291","PACIFIC AVE","TRENTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25055000"
"09EXC-3291","TRENTON ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25055000"
"09EXC-3291","PACIFIC AVE","TRENTON ST","POWELL ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","10131000"
"09EXC-3291","PACIFIC AVE","TRENTON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25055000"
"09EXC-3291","TRENTON ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25055000"
"09EXC-3291","PACIFIC AVE","POWELL ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25064000"
"09EXC-3291","POWELL ST","PACIFIC AVE","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","25064000"
"09EXC-3291","JACKSON ST","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24778000"
"09EXC-3291","KEARNY ST","JACKSON ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24778000"
"09EXC-3291","JACKSON ST","KEARNY ST","COOPER ALY","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","7369000"
"09EXC-3291","JACKSON ST","KEARNY ST","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-01 00:00:00","2009-11-13 00:00:00","APPROVED","24778000"
