"permit_number","streetname","Cross Street 1","Cross Street 2","Utility / Contractor","Permit Reason","Utility Type","Effective Date","Expiration Date","Status","cnn"
"09EXC-4551","HWY 101 N ON RAMP","BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ JERROLD AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33751000"
"09EXC-4551","JERROLD AVE","BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33751000"
"09EXC-4551","HWY 101 N ON RAMP","BAY SHORE BLVD \ BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ JERROLD AVE","MARIN ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","19195000"
"09EXC-4551","HWY 101 N ON RAMP","MARIN ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33083000"
"09EXC-4551","MARIN ST","HWY 101 N ON RAMP","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33083000"
"09EXC-4551","MARIN ST","KANSAS ST","HWY 101 N ON RAMP","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","8700000"
"09EXC-4551","KANSAS ST","MARIN ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33076000"
"09EXC-4551","MARIN ST","KANSAS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33076000"
"09EXC-4551","KANSAS ST","CESAR CHAVEZ ST","MARIN ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","7740000"
"09EXC-4551","CESAR CHAVEZ ST","KANSAS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","20824000"
"09EXC-4551","KANSAS ST","CESAR CHAVEZ ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","20824000"
"09EXC-4551","CESAR CHAVEZ ST","EVANS AVE","KANSAS ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","2477000"
"09EXC-4551","CESAR CHAVEZ ST","EVANS AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","20730000"
"09EXC-4551","EVANS AVE","CESAR CHAVEZ ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","20730000"
"09EXC-4551","CESAR CHAVEZ ST","CONNECTICUT ST","EVANS AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","2476000"
"09EXC-4551","CESAR CHAVEZ ST","CONNECTICUT ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23633000"
"09EXC-4551","CONNECTICUT ST","CESAR CHAVEZ ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23633000"
"09EXC-4551","CONNECTICUT ST","26TH ST","CESAR CHAVEZ ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","4352000"
"09EXC-4551","26TH ST","CONNECTICUT ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23632000"
"09EXC-4551","CONNECTICUT ST","26TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23632000"
"09EXC-4551","CONNECTICUT ST","25TH ST","26TH ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","4351000"
"09EXC-4551","25TH ST","CONNECTICUT ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23634000"
"09EXC-4551","CONNECTICUT ST","25TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23634000"
"09EXC-4551","25TH ST","MISSOURI ST","CONNECTICUT ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1413000"
"09EXC-4551","25TH ST","MISSOURI ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33050000"
"09EXC-4551","MISSOURI ST","25TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33050000"
"09EXC-4551","25TH ST","DAKOTA ST \ TEXAS ST","MISSOURI ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1412000"
"09EXC-4551","25TH ST","DAKOTA ST \ TEXAS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23627000"
"09EXC-4551","DAKOTA ST","25TH ST \ TEXAS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23627000"
"09EXC-4551","TEXAS ST","25TH ST \ DAKOTA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23627000"
"09EXC-4551","25TH ST","MISSISSIPPI ST","DAKOTA ST \ TEXAS ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1411000"
"09EXC-4551","25TH ST","MISSISSIPPI ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23615000"
"09EXC-4551","MISSISSIPPI ST","25TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23615000"
"09EXC-4551","25TH ST","PENNSYLVANIA AVE","MISSISSIPPI ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1410000"
"09EXC-4551","25TH ST","PENNSYLVANIA AVE","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23613000"
"09EXC-4551","PENNSYLVANIA AVE","25TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23613000"
"09EXC-4551","25TH ST","IOWA ST","PENNSYLVANIA AVE","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1409000"
"09EXC-4551","25TH ST","IOWA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33051000"
"09EXC-4551","IOWA ST","25TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","33051000"
"09EXC-4551","25TH ST","I-280 N ON RAMP \ INDIANA ST","IOWA ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1408000"
"09EXC-4551","25TH ST","I-280 N ON RAMP \ INDIANA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23609000"
"09EXC-4551","I-280 N ON RAMP","25TH ST \ INDIANA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23609000"
"09EXC-4551","INDIANA ST","25TH ST \ I-280 N ON RAMP","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23609000"
"09EXC-4551","25TH ST","MINNESOTA ST","I-280 N ON RAMP \ INDIANA ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1407000"
"09EXC-4551","MINNESOTA ST","24TH ST","25TH ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","9059000"
"09EXC-4551","24TH ST","MINNESOTA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23610000"
"09EXC-4551","MINNESOTA ST","24TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23610000"
"09EXC-4551","24TH ST","TENNESSEE ST","MINNESOTA ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1323000"
"09EXC-4551","24TH ST","TENNESSEE ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23554000"
"09EXC-4551","TENNESSEE ST","24TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23554000"
"09EXC-4551","24TH ST","03RD ST","TENNESSEE ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1322000"
"09EXC-4551","03RD ST","24TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23550000"
"09EXC-4551","24TH ST","03RD ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23550000"
"09EXC-4551","24TH ST","ILLINOIS ST","03RD ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","1321000"
"09EXC-4551","24TH ST","ILLINOIS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23547000"
"09EXC-4551","ILLINOIS ST","24TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23547000"
"09EXC-4551","ILLINOIS ST","23RD ST","24TH ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","7172000"
"09EXC-4551","23RD ST","ILLINOIS ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23549000"
"09EXC-4551","ILLINOIS ST","23RD ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23549000"
"09EXC-4551","ILLINOIS ST","HUMBOLDT ST","23RD ST","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","7171000"
"09EXC-4551","25TH ST","MINNESOTA ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23543000"
"09EXC-4551","MINNESOTA ST","25TH ST","","Black and Veatch Construction, Inc.","Replace Main","Electric","2009-08-01 00:00:00","2009-12-31 00:00:00","APPROVED","23543000"
"09EXC-4875","JUDSON AVE","EDNA ST","FOERSTER ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-12 00:00:00","2009-09-25 00:00:00","APPROVED","7688000"
"09EXC-4237","NOTTINGHAM PL","END","KEARNY ST","Pacific Gas & Electric","Install New Service","Electric","2009-07-31 00:00:00","2009-09-30 00:00:00","APPROVED","9717000"
"09EXC-5075","BOSWORTH ST","ROUSSEAU ST","ROTTECK ST","San Francisco Water Department","Repair Leak","Water Service","2009-08-21 00:00:00","2009-09-19 00:00:00","APPROVED","3023000"
"09EXC-4692","09TH AVE","ORTEGA ST","PACHECO ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-13 00:00:00","2009-09-11 00:00:00","APPROVED","438000"
"PB046341","24TH AVE","LAKE ST","CALIFORNIA ST","SBC - Pacific Bell Engineering","Install New Service","Telephone","2004-05-17 00:00:00","2009-11-10 00:00:00","APPROVED","1291000"
"09EXC-4310","TARAVAL ST","16TH AVE","17TH AVE","Pacific Gas & Electric","Replace Service","Gas","2009-08-03 00:00:00","2009-09-16 00:00:00","APPROVED","12392000"
"09EXC-1978","GREEN ST","WEBSTER ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26661000"
"09EXC-1978","WEBSTER ST","GREEN ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26661000"
"09EXC-1978","WEBSTER ST","GREEN ST","UNION ST","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","13554000"
"09EXC-1978","UNION ST","WEBSTER ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26666000"
"09EXC-1978","WEBSTER ST","UNION ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26666000"
"09EXC-1978","WEBSTER ST","UNION ST","FILBERT ST","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","13555000"
"09EXC-1978","FILBERT ST","WEBSTER ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26665000"
"09EXC-1978","WEBSTER ST","FILBERT ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26665000"
"09EXC-1978","WEBSTER ST","FILBERT ST","PIXLEY ST","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","13556000"
"09EXC-1978","PIXLEY ST","WEBSTER ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26745000"
"09EXC-1978","WEBSTER ST","PIXLEY ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26745000"
"09EXC-1978","WEBSTER ST","PIXLEY ST","GREENWICH ST","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","13557000"
"09EXC-1978","GREENWICH ST","WEBSTER ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26744000"
"09EXC-1978","WEBSTER ST","GREENWICH ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26744000"
"09EXC-1978","WEBSTER ST","GREENWICH ST","MOULTON ST","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","13558000"
"09EXC-1978","MOULTON ST","WEBSTER ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26749000"
"09EXC-1978","WEBSTER ST","MOULTON ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26749000"
"09EXC-1978","WEBSTER ST","MOULTON ST","LOMBARD ST","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","13559000"
"09EXC-1978","LOMBARD ST","WEBSTER ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26748000"
"09EXC-1978","WEBSTER ST","LOMBARD ST","","Shaw Pipeline Inc.","Replace Main","Water Service:Street / Roadway:Sewer","2009-03-27 00:00:00","2009-11-13 00:00:00","APPROVED","26748000"
"09EXC-5160","FORD ST","SANCHEZ ST","NOE ST","San Francisco Water Department","Install New Service","Water Service","2009-08-27 00:00:00","2009-09-05 00:00:00","APPROVED","5730000"
"09EXC-4473","FREDELA LN","CLAIRVIEW CT","MARVIEW WAY","Pacific Gas & Electric","Repair Leak","Gas","2009-07-27 00:00:00","2009-09-09 00:00:00","APPROVED","5844000"
"09EXC-5033","18TH ST","CONNECTICUT ST","ARKANSAS ST","San Francisco Water Department","Install New Service","Water Service","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","857000"
"09EXC-4512","VALLEJO ST","PIERCE ST","SCOTT ST","Pacific Gas & Electric","Repair Manhole","Electric","2009-08-10 00:00:00","2009-09-23 00:00:00","APPROVED","13118000"
"09EXC-4033","VAN NESS AVE","FELL ST","HAYES ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13144201"
"09EXC-4033","VAN NESS AVE","FELL ST","HAYES ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13144101"
"09EXC-4033","LECH WALESA ST","VAN NESS AVE","","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","24460000"
"09EXC-4033","VAN NESS AVE","LECH WALESA ST","","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","24460000"
"09EXC-4033","VAN NESS AVE","HAYES ST","GROVE ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13145101"
"09EXC-4033","VAN NESS AVE","LECH WALESA ST","GROVE ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13145202"
"09EXC-4033","VAN NESS AVE","HAYES ST","LECH WALESA ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13145201"
"09EXC-4033","FELL ST","VAN NESS AVE","","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","24448000"
"09EXC-4033","VAN NESS AVE","FELL ST","","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","24448000"
"09EXC-4033","VAN NESS AVE","HICKORY ST","FELL ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13143103"
"09EXC-4033","VAN NESS AVE","MARKET ST \ SOUTH VAN NESS AVE","FELL ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13143201"
"09EXC-4033","VAN NESS AVE","GROVE ST","MCALLISTER ST","A. Ruiz Construction Co.","Install New Main","Water Service:Landscaping:Sidewalk/Curb","2009-07-13 00:00:00","2009-10-10 00:00:00","APPROVED","13146201"
"09EXC-4061","GIRARD ST","OLMSTEAD ST","MANSELL ST","Pacific Gas & Electric","Replace Service","Gas","2009-07-23 00:00:00","2009-09-05 00:00:00","APPROVED","6203000"
"09EXC-4900","ANZAVISTA AVE","ARBOL LN","BARCELONA AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-08-17 00:00:00","2009-09-30 00:00:00","APPROVED","2367000"
"09EXC-4001","FILBERT ST","STOCKTON ST","POWELL ST","Pacific Gas & Electric","Raise / Adjust Casting","Electric","2009-07-27 00:00:00","2009-09-09 00:00:00","APPROVED","5503000"
